Region,Province,Commodity_Name,Unit,Year,Month,Retail_Price
IV-A - CALABARZON,Rizal,"GINGER, LOOSE",1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,"GARLIC, LOCAL",1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,109.1
IV-A - CALABARZON,City of Lucena,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,"GINGER, LOOSE",1 KG,2021,January,
MIMAROPA Region,Marinduque,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,Marinduque,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,166.12
MIMAROPA Region,Marinduque,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,Marinduque,"GINGER, LOOSE",1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,220.19
MIMAROPA Region,Occidental Mindoro,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,"GINGER, LOOSE",1 KG,2021,January,106.69
MIMAROPA Region,Oriental Mindoro,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,191.58
MIMAROPA Region,Oriental Mindoro,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,"GINGER, LOOSE",1 KG,2021,January,
MIMAROPA Region,Palawan,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,Palawan,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,143.42
MIMAROPA Region,Palawan,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,Palawan,"GINGER, LOOSE",1 KG,2021,January,
MIMAROPA Region,Romblon,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,Romblon,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
MIMAROPA Region,Romblon,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,Romblon,"GINGER, LOOSE",1 KG,2021,January,105.71
MIMAROPA Region,City of Puerto Princesa,"GARLIC, LOCAL",1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,159.56
MIMAROPA Region,City of Puerto Princesa,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,"GINGER, LOOSE",1 KG,2021,January,139.15
V - Bicol Region,Albay,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Albay,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,137.32
V - Bicol Region,Albay,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,119.68
V - Bicol Region,Albay,"GINGER, LOOSE",1 KG,2021,January,
V - Bicol Region,Camarines Norte,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Camarines Norte,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,144.19
V - Bicol Region,Camarines Norte,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
V - Bicol Region,Camarines Norte,"GINGER, LOOSE",1 KG,2021,January,171.83
V - Bicol Region,Camarines Sur,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Camarines Sur,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,163.25
V - Bicol Region,Camarines Sur,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
V - Bicol Region,Camarines Sur,"GINGER, LOOSE",1 KG,2021,January,130.48
V - Bicol Region,Catanduanes,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Catanduanes,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,206.82
V - Bicol Region,Catanduanes,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
V - Bicol Region,Catanduanes,"GINGER, LOOSE",1 KG,2021,January,157.54
V - Bicol Region,Masbate,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Masbate,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,254.88
V - Bicol Region,Masbate,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
V - Bicol Region,Masbate,"GINGER, LOOSE",1 KG,2021,January,121.88
V - Bicol Region,Sorsogon,"GARLIC, LOCAL",1 KG,2021,January,
V - Bicol Region,Sorsogon,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
V - Bicol Region,Sorsogon,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
V - Bicol Region,Sorsogon,"GINGER, LOOSE",1 KG,2021,January,
VI - Western Visayas,Aklan,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,Aklan,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VI - Western Visayas,Aklan,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,Aklan,"GINGER, LOOSE",1 KG,2021,January,115.9
VI - Western Visayas,Antique,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,Antique,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,169.22
VI - Western Visayas,Antique,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,Antique,"GINGER, LOOSE",1 KG,2021,January,
VI - Western Visayas,Capiz,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,Capiz,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,171.87
VI - Western Visayas,Capiz,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,Capiz,"GINGER, LOOSE",1 KG,2021,January,
VI - Western Visayas,Guimaras,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,Guimaras,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,125.35
VI - Western Visayas,Guimaras,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,Guimaras,"GINGER, LOOSE",1 KG,2021,January,121.67
VI - Western Visayas,Iloilo,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,Iloilo,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,138.46
VI - Western Visayas,Iloilo,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,Iloilo,"GINGER, LOOSE",1 KG,2021,January,139.28
VI - Western Visayas,City of Iloilo,"GARLIC, LOCAL",1 KG,2021,January,
VI - Western Visayas,City of Iloilo,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,140.63
VI - Western Visayas,City of Iloilo,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VI - Western Visayas,City of Iloilo,"GINGER, LOOSE",1 KG,2021,January,134.29
Negros Island Region (NIR),Negros Occidental,"GARLIC, LOCAL",1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,128.75
Negros Island Region (NIR),Negros Occidental,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,"GINGER, LOOSE",1 KG,2021,January,111.95
Negros Island Region (NIR),Negros Oriental,"GARLIC, LOCAL",1 KG,2021,January,139.45
Negros Island Region (NIR),Negros Oriental,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,151.75
Negros Island Region (NIR),Negros Oriental,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,"GINGER, LOOSE",1 KG,2021,January,
Negros Island Region (NIR),Siquijor,"GARLIC, LOCAL",1 KG,2021,January,
Negros Island Region (NIR),Siquijor,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,197.78
Negros Island Region (NIR),Siquijor,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
Negros Island Region (NIR),Siquijor,"GINGER, LOOSE",1 KG,2021,January,153.13
Negros Island Region (NIR),City of Bacolod,"GARLIC, LOCAL",1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,138.05
Negros Island Region (NIR),City of Bacolod,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,"GINGER, LOOSE",1 KG,2021,January,135.1
VII - Central Visayas,Bohol,"GARLIC, LOCAL",1 KG,2021,January,
VII - Central Visayas,Bohol,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VII - Central Visayas,Bohol,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VII - Central Visayas,Bohol,"GINGER, LOOSE",1 KG,2021,January,137.25
VII - Central Visayas,Cebu,"GARLIC, LOCAL",1 KG,2021,January,
VII - Central Visayas,Cebu,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VII - Central Visayas,Cebu,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VII - Central Visayas,Cebu,"GINGER, LOOSE",1 KG,2021,January,159.94
VII - Central Visayas,City of Cebu,"GARLIC, LOCAL",1 KG,2021,January,
VII - Central Visayas,City of Cebu,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VII - Central Visayas,City of Cebu,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VII - Central Visayas,City of Cebu,"GINGER, LOOSE",1 KG,2021,January,102.25
VII - Central Visayas,City of Lapu-lapu,"GARLIC, LOCAL",1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,"GINGER, LOOSE",1 KG,2021,January,132.33
VII - Central Visayas,City of Mandaue,"GARLIC, LOCAL",1 KG,2021,January,
VII - Central Visayas,City of Mandaue,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VII - Central Visayas,City of Mandaue,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VII - Central Visayas,City of Mandaue,"GINGER, LOOSE",1 KG,2021,January,135.69
VIII - Eastern Visayas,Biliran,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Biliran,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VIII - Eastern Visayas,Biliran,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,163.72
VIII - Eastern Visayas,Biliran,"GINGER, LOOSE",1 KG,2021,January,96.25
VIII - Eastern Visayas,Eastern Samar,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Eastern Samar,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,220.96
VIII - Eastern Visayas,Eastern Samar,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,Eastern Samar,"GINGER, LOOSE",1 KG,2021,January,129.03
VIII - Eastern Visayas,Leyte,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Leyte,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,177.49
VIII - Eastern Visayas,Leyte,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,Leyte,"GINGER, LOOSE",1 KG,2021,January,99.85
VIII - Eastern Visayas,Northern Samar,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,Northern Samar,"GINGER, LOOSE",1 KG,2021,January,167.5
VIII - Eastern Visayas,Samar,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Samar,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,221.9
VIII - Eastern Visayas,Samar,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,Samar,"GINGER, LOOSE",1 KG,2021,January,109.69
VIII - Eastern Visayas,Southern Leyte,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,Southern Leyte,"GINGER, LOOSE",1 KG,2021,January,131.25
VIII - Eastern Visayas,City of Tacloban,"GARLIC, LOCAL",1 KG,2021,January,
VIII - Eastern Visayas,City of Tacloban,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,207.83
VIII - Eastern Visayas,City of Tacloban,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
VIII - Eastern Visayas,City of Tacloban,"GINGER, LOOSE",1 KG,2021,January,112.29
IX - Zamboanga Peninsula,Zamboanga del Norte,"GARLIC, LOCAL",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Norte,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,135.0
IX - Zamboanga Peninsula,Zamboanga del Norte,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Norte,"GINGER, LOOSE",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Sur,"GARLIC, LOCAL",1 KG,2021,January,118.3
IX - Zamboanga Peninsula,Zamboanga del Sur,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,143.0
IX - Zamboanga Peninsula,Zamboanga del Sur,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga del Sur,"GINGER, LOOSE",1 KG,2021,January,129.65
IX - Zamboanga Peninsula,Zamboanga Sibugay,"GARLIC, LOCAL",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga Sibugay,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,143.61
IX - Zamboanga Peninsula,Zamboanga Sibugay,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga Sibugay,"GINGER, LOOSE",1 KG,2021,January,109.58
IX - Zamboanga Peninsula,City of Isabela,"GARLIC, LOCAL",1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IX - Zamboanga Peninsula,City of Isabela,"GINGER, LOOSE",1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga City,"GARLIC, LOCAL",1 KG,2021,January,83.51
IX - Zamboanga Peninsula,Zamboanga City,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,152.36
IX - Zamboanga Peninsula,Zamboanga City,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
IX - Zamboanga Peninsula,Zamboanga City,"GINGER, LOOSE",1 KG,2021,January,70.29
X - Northern Mindanao,Bukidnon,"GARLIC, LOCAL",1 KG,2021,January,
X - Northern Mindanao,Bukidnon,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,151.25
X - Northern Mindanao,Bukidnon,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
X - Northern Mindanao,Bukidnon,"GINGER, LOOSE",1 KG,2021,January,101.25
X - Northern Mindanao,Camiguin,"GARLIC, LOCAL",1 KG,2021,January,
X - Northern Mindanao,Camiguin,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,283.89
X - Northern Mindanao,Camiguin,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
X - Northern Mindanao,Camiguin,"GINGER, LOOSE",1 KG,2021,January,123.94
X - Northern Mindanao,Lanao del Norte,"GARLIC, LOCAL",1 KG,2021,January,119.72
X - Northern Mindanao,Lanao del Norte,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,244.76
X - Northern Mindanao,Lanao del Norte,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
X - Northern Mindanao,Lanao del Norte,"GINGER, LOOSE",1 KG,2021,January,
X - Northern Mindanao,Misamis Occidental,"GARLIC, LOCAL",1 KG,2021,January,137.0
X - Northern Mindanao,Misamis Occidental,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,
X - Northern Mindanao,Misamis Occidental,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
X - Northern Mindanao,Misamis Occidental,"GINGER, LOOSE",1 KG,2021,January,113.45
X - Northern Mindanao,Misamis Oriental,"GARLIC, LOCAL",1 KG,2021,January,159.25
X - Northern Mindanao,Misamis Oriental,ONION RED CREOLE (BERMUDA RED),1 KG,2021,January,252.59
X - Northern Mindanao,Misamis Oriental,ONION WHITE (YELLOW GRANEX),1 KG,2021,January,
X - Northern Mindanao,Misamis Oriental,"GINGER, LOOSE",1 KG,2021,January,
