Region,Province,Commodity_Name,Unit,Year,Month,Retail_Price
III - Central Luzon,Nueva Ecija,GABI TUBERS,1 KG,2021,January,
III - Central Luzon,Pampanga,CARROT,1 KG,2021,January,137.5
III - Central Luzon,Pampanga,TURNIP (SINGKAMAS),1 KG,2021,January,
III - Central Luzon,Pampanga,RADDISH (LABANOS),1 KG,2021,January,59.88
III - Central Luzon,Pampanga,POTATO,1 KG,2021,January,
III - Central Luzon,Pampanga,SWEET POTATO (CAMOTE),1 KG,2021,January,
III - Central Luzon,Pampanga,GABI TUBERS,1 KG,2021,January,
III - Central Luzon,Tarlac,CARROT,1 KG,2021,January,101.76
III - Central Luzon,Tarlac,TURNIP (SINGKAMAS),1 KG,2021,January,33.65
III - Central Luzon,Tarlac,RADDISH (LABANOS),1 KG,2021,January,88.1
III - Central Luzon,Tarlac,POTATO,1 KG,2021,January,130.6
III - Central Luzon,Tarlac,SWEET POTATO (CAMOTE),1 KG,2021,January,
III - Central Luzon,Tarlac,GABI TUBERS,1 KG,2021,January,
III - Central Luzon,Zambales,CARROT,1 KG,2021,January,147.69
III - Central Luzon,Zambales,TURNIP (SINGKAMAS),1 KG,2021,January,
III - Central Luzon,Zambales,RADDISH (LABANOS),1 KG,2021,January,
III - Central Luzon,Zambales,POTATO,1 KG,2021,January,
III - Central Luzon,Zambales,SWEET POTATO (CAMOTE),1 KG,2021,January,
III - Central Luzon,Zambales,GABI TUBERS,1 KG,2021,January,
III - Central Luzon,City of Angeles,CARROT,1 KG,2021,January,122.21
III - Central Luzon,City of Angeles,TURNIP (SINGKAMAS),1 KG,2021,January,
III - Central Luzon,City of Angeles,RADDISH (LABANOS),1 KG,2021,January,53.36
III - Central Luzon,City of Angeles,POTATO,1 KG,2021,January,
III - Central Luzon,City of Angeles,SWEET POTATO (CAMOTE),1 KG,2021,January,
III - Central Luzon,City of Angeles,GABI TUBERS,1 KG,2021,January,
III - Central Luzon,City of Olongapo,CARROT,1 KG,2021,January,176.79
III - Central Luzon,City of Olongapo,TURNIP (SINGKAMAS),1 KG,2021,January,
III - Central Luzon,City of Olongapo,RADDISH (LABANOS),1 KG,2021,January,
III - Central Luzon,City of Olongapo,POTATO,1 KG,2021,January,
III - Central Luzon,City of Olongapo,SWEET POTATO (CAMOTE),1 KG,2021,January,
III - Central Luzon,City of Olongapo,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,Batangas,CARROT,1 KG,2021,January,163.75
IV-A - CALABARZON,Batangas,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,Batangas,RADDISH (LABANOS),1 KG,2021,January,110.19
IV-A - CALABARZON,Batangas,POTATO,1 KG,2021,January,138.75
IV-A - CALABARZON,Batangas,SWEET POTATO (CAMOTE),1 KG,2021,January,
IV-A - CALABARZON,Batangas,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,Cavite,CARROT,1 KG,2021,January,128.88
IV-A - CALABARZON,Cavite,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,Cavite,RADDISH (LABANOS),1 KG,2021,January,106.49
IV-A - CALABARZON,Cavite,POTATO,1 KG,2021,January,138.46
IV-A - CALABARZON,Cavite,SWEET POTATO (CAMOTE),1 KG,2021,January,60.36
IV-A - CALABARZON,Cavite,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,Laguna,CARROT,1 KG,2021,January,152.84
IV-A - CALABARZON,Laguna,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,Laguna,RADDISH (LABANOS),1 KG,2021,January,120.64
IV-A - CALABARZON,Laguna,POTATO,1 KG,2021,January,
IV-A - CALABARZON,Laguna,SWEET POTATO (CAMOTE),1 KG,2021,January,
IV-A - CALABARZON,Laguna,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,Quezon,CARROT,1 KG,2021,January,180.0
IV-A - CALABARZON,Quezon,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,Quezon,RADDISH (LABANOS),1 KG,2021,January,
IV-A - CALABARZON,Quezon,POTATO,1 KG,2021,January,
IV-A - CALABARZON,Quezon,SWEET POTATO (CAMOTE),1 KG,2021,January,
IV-A - CALABARZON,Quezon,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,Rizal,CARROT,1 KG,2021,January,
IV-A - CALABARZON,Rizal,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,Rizal,RADDISH (LABANOS),1 KG,2021,January,
IV-A - CALABARZON,Rizal,POTATO,1 KG,2021,January,
IV-A - CALABARZON,Rizal,SWEET POTATO (CAMOTE),1 KG,2021,January,
IV-A - CALABARZON,Rizal,GABI TUBERS,1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,CARROT,1 KG,2021,January,206.23
IV-A - CALABARZON,City of Lucena,TURNIP (SINGKAMAS),1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,RADDISH (LABANOS),1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,POTATO,1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,SWEET POTATO (CAMOTE),1 KG,2021,January,
IV-A - CALABARZON,City of Lucena,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,Marinduque,CARROT,1 KG,2021,January,
MIMAROPA Region,Marinduque,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,Marinduque,RADDISH (LABANOS),1 KG,2021,January,
MIMAROPA Region,Marinduque,POTATO,1 KG,2021,January,
MIMAROPA Region,Marinduque,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,Marinduque,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,CARROT,1 KG,2021,January,165.01
MIMAROPA Region,Occidental Mindoro,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,RADDISH (LABANOS),1 KG,2021,January,107.59
MIMAROPA Region,Occidental Mindoro,POTATO,1 KG,2021,January,126.25
MIMAROPA Region,Occidental Mindoro,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,Occidental Mindoro,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,CARROT,1 KG,2021,January,176.46
MIMAROPA Region,Oriental Mindoro,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,RADDISH (LABANOS),1 KG,2021,January,105.4
MIMAROPA Region,Oriental Mindoro,POTATO,1 KG,2021,January,127.7
MIMAROPA Region,Oriental Mindoro,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,Oriental Mindoro,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,Palawan,CARROT,1 KG,2021,January,219.47
MIMAROPA Region,Palawan,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,Palawan,RADDISH (LABANOS),1 KG,2021,January,80.71
MIMAROPA Region,Palawan,POTATO,1 KG,2021,January,127.77
MIMAROPA Region,Palawan,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,Palawan,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,Romblon,CARROT,1 KG,2021,January,132.5
MIMAROPA Region,Romblon,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,Romblon,RADDISH (LABANOS),1 KG,2021,January,94.38
MIMAROPA Region,Romblon,POTATO,1 KG,2021,January,132.35
MIMAROPA Region,Romblon,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,Romblon,GABI TUBERS,1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,CARROT,1 KG,2021,January,237.71
MIMAROPA Region,City of Puerto Princesa,TURNIP (SINGKAMAS),1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,RADDISH (LABANOS),1 KG,2021,January,108.76
MIMAROPA Region,City of Puerto Princesa,POTATO,1 KG,2021,January,144.46
MIMAROPA Region,City of Puerto Princesa,SWEET POTATO (CAMOTE),1 KG,2021,January,
MIMAROPA Region,City of Puerto Princesa,GABI TUBERS,1 KG,2021,January,52.29
V - Bicol Region,Albay,CARROT,1 KG,2021,January,172.57
V - Bicol Region,Albay,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Albay,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Albay,POTATO,1 KG,2021,January,119.74
V - Bicol Region,Albay,SWEET POTATO (CAMOTE),1 KG,2021,January,43.47
V - Bicol Region,Albay,GABI TUBERS,1 KG,2021,January,
V - Bicol Region,Camarines Norte,CARROT,1 KG,2021,January,
V - Bicol Region,Camarines Norte,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Camarines Norte,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Camarines Norte,POTATO,1 KG,2021,January,114.47
V - Bicol Region,Camarines Norte,SWEET POTATO (CAMOTE),1 KG,2021,January,
V - Bicol Region,Camarines Norte,GABI TUBERS,1 KG,2021,January,
V - Bicol Region,Camarines Sur,CARROT,1 KG,2021,January,201.4
V - Bicol Region,Camarines Sur,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Camarines Sur,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Camarines Sur,POTATO,1 KG,2021,January,164.12
V - Bicol Region,Camarines Sur,SWEET POTATO (CAMOTE),1 KG,2021,January,
V - Bicol Region,Camarines Sur,GABI TUBERS,1 KG,2021,January,
V - Bicol Region,Catanduanes,CARROT,1 KG,2021,January,180.29
V - Bicol Region,Catanduanes,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Catanduanes,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Catanduanes,POTATO,1 KG,2021,January,112.5
V - Bicol Region,Catanduanes,SWEET POTATO (CAMOTE),1 KG,2021,January,
V - Bicol Region,Catanduanes,GABI TUBERS,1 KG,2021,January,
V - Bicol Region,Masbate,CARROT,1 KG,2021,January,161.37
V - Bicol Region,Masbate,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Masbate,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Masbate,POTATO,1 KG,2021,January,121.13
V - Bicol Region,Masbate,SWEET POTATO (CAMOTE),1 KG,2021,January,
V - Bicol Region,Masbate,GABI TUBERS,1 KG,2021,January,
V - Bicol Region,Sorsogon,CARROT,1 KG,2021,January,187.65
V - Bicol Region,Sorsogon,TURNIP (SINGKAMAS),1 KG,2021,January,
V - Bicol Region,Sorsogon,RADDISH (LABANOS),1 KG,2021,January,
V - Bicol Region,Sorsogon,POTATO,1 KG,2021,January,133.71
V - Bicol Region,Sorsogon,SWEET POTATO (CAMOTE),1 KG,2021,January,
V - Bicol Region,Sorsogon,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,Aklan,CARROT,1 KG,2021,January,142.5
VI - Western Visayas,Aklan,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,Aklan,RADDISH (LABANOS),1 KG,2021,January,94.54
VI - Western Visayas,Aklan,POTATO,1 KG,2021,January,131.25
VI - Western Visayas,Aklan,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,Aklan,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,Antique,CARROT,1 KG,2021,January,
VI - Western Visayas,Antique,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,Antique,RADDISH (LABANOS),1 KG,2021,January,
VI - Western Visayas,Antique,POTATO,1 KG,2021,January,137.89
VI - Western Visayas,Antique,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,Antique,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,Capiz,CARROT,1 KG,2021,January,154.87
VI - Western Visayas,Capiz,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,Capiz,RADDISH (LABANOS),1 KG,2021,January,
VI - Western Visayas,Capiz,POTATO,1 KG,2021,January,125.78
VI - Western Visayas,Capiz,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,Capiz,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,Guimaras,CARROT,1 KG,2021,January,139.72
VI - Western Visayas,Guimaras,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,Guimaras,RADDISH (LABANOS),1 KG,2021,January,75.0
VI - Western Visayas,Guimaras,POTATO,1 KG,2021,January,121.28
VI - Western Visayas,Guimaras,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,Guimaras,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,Iloilo,CARROT,1 KG,2021,January,194.23
VI - Western Visayas,Iloilo,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,Iloilo,RADDISH (LABANOS),1 KG,2021,January,79.99
VI - Western Visayas,Iloilo,POTATO,1 KG,2021,January,155.3
VI - Western Visayas,Iloilo,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,Iloilo,GABI TUBERS,1 KG,2021,January,
VI - Western Visayas,City of Iloilo,CARROT,1 KG,2021,January,215.78
VI - Western Visayas,City of Iloilo,TURNIP (SINGKAMAS),1 KG,2021,January,
VI - Western Visayas,City of Iloilo,RADDISH (LABANOS),1 KG,2021,January,78.49
VI - Western Visayas,City of Iloilo,POTATO,1 KG,2021,January,158.12
VI - Western Visayas,City of Iloilo,SWEET POTATO (CAMOTE),1 KG,2021,January,
VI - Western Visayas,City of Iloilo,GABI TUBERS,1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,CARROT,1 KG,2021,January,93.03
Negros Island Region (NIR),Negros Occidental,TURNIP (SINGKAMAS),1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,RADDISH (LABANOS),1 KG,2021,January,51.39
Negros Island Region (NIR),Negros Occidental,POTATO,1 KG,2021,January,86.92
Negros Island Region (NIR),Negros Occidental,SWEET POTATO (CAMOTE),1 KG,2021,January,
Negros Island Region (NIR),Negros Occidental,GABI TUBERS,1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,CARROT,1 KG,2021,January,110.0
Negros Island Region (NIR),Negros Oriental,TURNIP (SINGKAMAS),1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,RADDISH (LABANOS),1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,POTATO,1 KG,2021,January,79.69
Negros Island Region (NIR),Negros Oriental,SWEET POTATO (CAMOTE),1 KG,2021,January,
Negros Island Region (NIR),Negros Oriental,GABI TUBERS,1 KG,2021,January,
Negros Island Region (NIR),Siquijor,CARROT,1 KG,2021,January,122.01
Negros Island Region (NIR),Siquijor,TURNIP (SINGKAMAS),1 KG,2021,January,
Negros Island Region (NIR),Siquijor,RADDISH (LABANOS),1 KG,2021,January,
Negros Island Region (NIR),Siquijor,POTATO,1 KG,2021,January,113.28
Negros Island Region (NIR),Siquijor,SWEET POTATO (CAMOTE),1 KG,2021,January,
Negros Island Region (NIR),Siquijor,GABI TUBERS,1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,CARROT,1 KG,2021,January,126.18
Negros Island Region (NIR),City of Bacolod,TURNIP (SINGKAMAS),1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,RADDISH (LABANOS),1 KG,2021,January,63.8
Negros Island Region (NIR),City of Bacolod,POTATO,1 KG,2021,January,118.51
Negros Island Region (NIR),City of Bacolod,SWEET POTATO (CAMOTE),1 KG,2021,January,
Negros Island Region (NIR),City of Bacolod,GABI TUBERS,1 KG,2021,January,
VII - Central Visayas,Bohol,CARROT,1 KG,2021,January,112.77
VII - Central Visayas,Bohol,TURNIP (SINGKAMAS),1 KG,2021,January,
VII - Central Visayas,Bohol,RADDISH (LABANOS),1 KG,2021,January,
VII - Central Visayas,Bohol,POTATO,1 KG,2021,January,128.18
VII - Central Visayas,Bohol,SWEET POTATO (CAMOTE),1 KG,2021,January,
VII - Central Visayas,Bohol,GABI TUBERS,1 KG,2021,January,
VII - Central Visayas,Cebu,CARROT,1 KG,2021,January,126.17
VII - Central Visayas,Cebu,TURNIP (SINGKAMAS),1 KG,2021,January,
VII - Central Visayas,Cebu,RADDISH (LABANOS),1 KG,2021,January,
VII - Central Visayas,Cebu,POTATO,1 KG,2021,January,110.72
VII - Central Visayas,Cebu,SWEET POTATO (CAMOTE),1 KG,2021,January,
VII - Central Visayas,Cebu,GABI TUBERS,1 KG,2021,January,
VII - Central Visayas,City of Cebu,CARROT,1 KG,2021,January,119.91
VII - Central Visayas,City of Cebu,TURNIP (SINGKAMAS),1 KG,2021,January,
VII - Central Visayas,City of Cebu,RADDISH (LABANOS),1 KG,2021,January,
VII - Central Visayas,City of Cebu,POTATO,1 KG,2021,January,100.9
VII - Central Visayas,City of Cebu,SWEET POTATO (CAMOTE),1 KG,2021,January,
VII - Central Visayas,City of Cebu,GABI TUBERS,1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,CARROT,1 KG,2021,January,133.46
VII - Central Visayas,City of Lapu-lapu,TURNIP (SINGKAMAS),1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,RADDISH (LABANOS),1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,POTATO,1 KG,2021,January,117.71
VII - Central Visayas,City of Lapu-lapu,SWEET POTATO (CAMOTE),1 KG,2021,January,
VII - Central Visayas,City of Lapu-lapu,GABI TUBERS,1 KG,2021,January,
VII - Central Visayas,City of Mandaue,CARROT,1 KG,2021,January,91.91
VII - Central Visayas,City of Mandaue,TURNIP (SINGKAMAS),1 KG,2021,January,
VII - Central Visayas,City of Mandaue,RADDISH (LABANOS),1 KG,2021,January,
VII - Central Visayas,City of Mandaue,POTATO,1 KG,2021,January,75.61
VII - Central Visayas,City of Mandaue,SWEET POTATO (CAMOTE),1 KG,2021,January,
VII - Central Visayas,City of Mandaue,GABI TUBERS,1 KG,2021,January,
VIII - Eastern Visayas,Biliran,CARROT,1 KG,2021,January,128.6
